,Item_Identifier,Item_Weight,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Item_Outlet_Sales,Set,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3
3481,NCF31,9.13,0.051804278,3,OUT013,33,2,0,1821.6288,train,0,1,0,0
3482,FDL44,18.25,0.012215675,3,OUT027,35,1,0,5500.8396,train,0,0,0,1
3483,FDT51,11.65,0.019117392,2,OUT019,35,0,2,223.7088,train,1,0,0,0
3484,NCF31,9.13,0.090778148,3,OUT019,35,0,2,303.6048,train,1,0,0,0
3485,NCK31,10.895,0.027047774,1,OUT046,23,0,2,666.4658,train,0,1,0,0
3486,DRM47,9.3,0.043874493,4,OUT045,18,0,1,1337.5922,train,0,1,0,0
3487,FDL40,17.7,0.011603492,2,OUT013,33,2,0,1158.492,train,0,1,0,0
3488,FDT34,9.3,0.291826616,2,OUT010,22,0,0,420.7856,train,1,0,0,0
3489,FDP40,4.555,0.034350673,2,OUT035,16,0,1,1789.6704,train,0,1,0,0
3490,NCJ31,19.2,0.183686937,4,OUT017,13,0,1,1687.1372,train,0,1,0,0
3491,FDT50,6.75,0.107714834,2,OUT027,35,1,0,2109.2544,train,0,0,0,1
3492,FDG21,17.35,0.146299902,3,OUT046,23,0,2,3894.93,train,0,1,0,0
3493,FDM03,12.65,0.123531974,2,OUT018,11,1,0,535.969,train,0,0,1,0
3494,FDO11,8.0,0.030311951,4,OUT049,21,1,2,6972.2576,train,0,1,0,0
3495,FDX26,17.7,0.087986599,3,OUT045,18,0,1,2918.8672,train,0,1,0,0
3496,FDF39,14.85,0.019590769,4,OUT018,11,1,0,2366.919,train,0,0,1,0
3497,NCR53,12.15,0.242768664,4,OUT010,22,0,0,225.0404,train,1,0,0,0
3498,FDL57,15.1,0.067064128,4,OUT035,16,0,1,6458.26,train,0,1,0,0
3499,FDO44,12.6,0.087630566,2,OUT045,18,0,1,3205.1612,train,0,1,0,0
3500,NCY41,16.75,0.075721301,1,OUT035,16,0,1,1042.6428,train,0,1,0,0
3501,FDL08,10.8,0.049719026,4,OUT046,23,0,2,5145.3024,train,0,1,0,0
3502,NCV30,20.2,0.065932087,1,OUT046,23,0,2,948.765,train,0,1,0,0
3503,FDL45,15.6,0.037505332,2,OUT027,35,1,0,4255.7936,train,0,0,0,1
3504,FDK09,15.2,0.092282353,4,OUT017,13,0,1,4122.6336,train,0,1,0,0
3505,FDQ58,7.315,0.01532563,3,OUT049,21,1,2,459.402,train,0,1,0,0
3506,FDA28,16.1,0.047996608,2,OUT018,11,1,0,1384.1982,train,0,0,1,0
3507,FDA02,14.0,0.052040539,3,OUT019,35,0,2,288.9572,train,1,0,0,0
3508,NCC54,17.75,0.097629611,4,OUT013,33,2,0,4579.3724,train,0,1,0,0
3509,FDA55,17.2,0.057221177,4,OUT018,11,1,0,2460.7968,train,0,0,1,0
3510,NCJ43,6.635,0.045308629,3,OUT010,22,0,0,348.8792,train,1,0,0,0
3511,NCB19,6.525,0.158096128,1,OUT019,35,0,2,85.8882,train,1,0,0,0
3512,FDA19,7.52,0.055127499,2,OUT046,23,0,2,3983.4814,train,0,1,0,0
3513,FDD35,12.15,0.025842905,2,OUT013,33,2,0,599.22,train,0,1,0,0
3514,FDK08,9.195,0.122802943,2,OUT018,11,1,0,1113.2176,train,0,0,1,0
3515,FDN27,20.85,0.039370913,2,OUT027,35,1,0,3866.9664,train,0,0,0,1
3516,NCC19,6.57,0.096411426,4,OUT027,35,1,0,4633.968,train,0,0,0,1
3517,FDL16,12.85,0.16871476,1,OUT049,21,1,2,1071.938,train,0,1,0,0
3518,NCL54,12.6,0.082353076,3,OUT027,35,1,0,4202.5296,train,0,0,0,1
3519,FDR33,7.31,0.026830586,2,OUT049,21,1,2,2087.283,train,0,1,0,0
3520,FDD52,18.25,0.183260221,2,OUT035,16,0,1,1208.427,train,0,1,0,0
3521,FDV33,9.6,0.027386122,4,OUT049,21,1,2,4649.9472,train,0,1,0,0
3522,FDF21,10.3,0.0,4,OUT035,16,0,1,1707.777,train,0,1,0,0
3523,FDM56,16.7,0.0,2,OUT018,11,1,0,545.956,train,0,0,1,0
3524,FDB12,11.15,0.105287746,2,OUT035,16,0,1,2388.8904,train,0,1,0,0
3525,FDI48,11.85,0.0,1,OUT035,16,0,1,410.1328,train,0,1,0,0
3526,FDH09,12.6,0.05616476,1,OUT049,21,1,2,473.3838,train,0,1,0,0
3527,FDQ36,7.855,0.0,1,OUT046,23,0,2,932.12,train,0,1,0,0
3528,FDY16,18.35,0.092150005,3,OUT013,33,2,0,3872.9586,train,0,1,0,0
3529,NCM43,14.5,0.01938106,3,OUT027,35,1,0,5546.114,train,0,0,0,1
3530,FDF59,12.5,0.071534226,2,OUT018,11,1,0,1771.028,train,0,0,1,0
3531,NCR38,17.25,0.113497001,4,OUT035,16,0,1,755.0172,train,0,1,0,0
3532,FDY13,12.1,0.030121709,1,OUT035,16,0,1,2220.443,train,0,1,0,0
3533,FDC40,16.0,0.065051586,1,OUT035,16,0,1,1090.5804,train,0,1,0,0
3534,FDT11,5.94,0.029538509,4,OUT017,13,0,1,1877.556,train,0,1,0,0
3535,FDT59,13.65,0.015976249,4,OUT018,11,1,0,2994.7684,train,0,0,1,0
3536,NCU54,8.88,0.098622378,4,OUT046,23,0,2,5452.902,train,0,1,0,0
3537,FDG34,11.5,0.062885197,2,OUT010,22,0,0,542.627,train,1,0,0,0
3538,FDQ36,7.855,0.162461219,1,OUT017,13,0,1,857.5504,train,0,1,0,0
3539,DRZ11,8.85,0.112840108,2,OUT049,21,1,2,1238.388,train,0,1,0,0
3540,DRH23,14.65,0.298205272,1,OUT019,35,0,2,110.5228,train,1,0,0,0
3541,FDT55,13.6,0.043902087,3,OUT017,13,0,1,5522.811,train,0,1,0,0
3542,NCV53,8.27,0.018797945,4,OUT013,33,2,0,5512.824,train,0,1,0,0
3543,FDQ33,13.35,0.0,3,OUT027,35,1,0,4815.0656,train,0,0,0,1
3544,NCJ54,9.895,0.060017128,4,OUT013,33,2,0,4414.9198,train,0,1,0,0
3545,FDY16,18.35,0.16147714,4,OUT019,35,0,2,1106.5596,train,1,0,0,0
3546,NCN07,18.5,0.033944698,2,OUT046,23,0,2,1054.6272,train,0,1,0,0
3547,FDO01,21.1,0.020803054,2,OUT018,11,1,0,1284.994,train,0,0,1,0
3548,FDP32,6.65,0.08816538,2,OUT017,13,0,1,1780.3492,train,0,1,0,0
3549,NCN07,18.5,0.034082974,2,OUT018,11,1,0,1977.426,train,0,0,1,0
3550,DRN47,12.1,0.016745264,3,OUT027,35,1,0,3056.022,train,0,0,0,1
3551,NCM18,13.0,0.083009876,1,OUT045,18,0,1,2352.9372,train,0,1,0,0
3552,FDD40,20.25,0.014721719,4,OUT027,35,1,0,5195.2374,train,0,0,0,1
3553,FDW47,15.0,0.046375227,2,OUT046,23,0,2,731.0484,train,0,1,0,0
3554,FDI45,13.1,0.037639672,3,OUT049,21,1,2,1050.6324,train,0,1,0,0
3555,FDJ46,11.1,0.04500603,3,OUT018,11,1,0,2101.2648,train,0,0,1,0
3556,FDD38,16.75,0.013711274,2,OUT010,22,0,0,203.7348,train,1,0,0,0
3557,FDS37,7.655,0.032009653,2,OUT045,18,0,1,2432.8332,train,0,1,0,0
3558,FDY60,10.5,0.026424424,3,OUT045,18,0,1,3739.1328,train,0,1,0,0
3559,FDP13,8.1,0.134870732,1,OUT018,11,1,0,199.74,train,0,0,1,0
3560,FDM28,15.7,0.045295529,3,OUT045,18,0,1,1977.426,train,0,1,0,0
3561,FDY33,14.5,0.097750937,3,OUT017,13,0,1,5728.5432,train,0,1,0,0
3562,NCM54,17.7,0.05089667,2,OUT013,33,2,0,1398.8458,train,0,1,0,0
3563,FDK04,7.36,0.052312034,1,OUT046,23,0,2,801.6232,train,0,1,0,0
3564,NCI42,18.75,0.010363586,4,OUT035,16,0,1,1667.1632,train,0,1,0,0
3565,FDF45,18.2,0.012254429,1,OUT018,11,1,0,644.4944,train,0,0,1,0
3566,FDN56,5.46,0.107223632,3,OUT049,21,1,2,3323.0078,train,0,1,0,0
3567,FDR56,15.5,0.101335811,4,OUT017,13,0,1,3350.3056,train,0,1,0,0
3568,FDX40,12.85,0.098993139,1,OUT046,23,0,2,540.6296,train,0,1,0,0
3569,FDB34,15.25,0.026760329,1,OUT017,13,0,1,2006.0554,train,0,1,0,0
3570,FDY47,8.6,0.054594957,2,OUT045,18,0,1,1298.31,train,0,1,0,0
3571,DRB01,7.39,0.082170947,4,OUT013,33,2,0,2466.789,train,0,1,0,0
3572,FDR51,9.035,0.173821519,3,OUT045,18,0,1,2407.5328,train,0,1,0,0
3573,FDR48,11.65,0.131708682,3,OUT049,21,1,2,1518.024,train,0,1,0,0
3574,FDZ25,15.7,0.027594064,3,OUT013,33,2,0,1867.569,train,0,1,0,0
3575,FDJ04,18.0,0.12470444,2,OUT045,18,0,1,2725.7852,train,0,1,0,0
3576,NCG07,12.3,0.052247806,4,OUT027,35,1,0,4554.072,train,0,0,0,1
3577,FDB52,17.75,0.030559583,4,OUT018,11,1,0,3835.008,train,0,0,1,0
3578,FDH14,17.1,0.046903482,2,OUT045,18,0,1,2528.7084,train,0,1,0,0
3579,NCY17,18.2,0.163096139,1,OUT046,23,0,2,758.3462,train,0,1,0,0
3580,FDX31,20.35,0.0,4,OUT045,18,0,1,1402.1748,train,0,1,0,0
3581,FDN12,15.6,0.081103929,2,OUT046,23,0,2,1006.6896,train,0,1,0,0
3582,FDG56,13.3,0.071743629,1,OUT018,11,1,0,918.804,train,0,0,1,0
3583,FDP23,6.71,0.035731825,4,OUT018,11,1,0,5660.6316,train,0,0,1,0
3584,FDC47,15.0,0.119131749,4,OUT045,18,0,1,6851.082,train,0,1,0,0
3585,FDW25,5.175,0.037217847,1,OUT027,35,1,0,1448.7808,train,0,0,0,1
3586,NCR42,9.105,0.038559926,1,OUT045,18,0,1,99.87,train,0,1,0,0
3587,DRO59,11.8,0.054238448,1,OUT049,21,1,2,986.7156,train,0,1,0,0
3588,FDT60,12.0,0.075856062,2,OUT018,11,1,0,1733.7432,train,0,0,1,0
3589,FDE32,20.7,0.048957533,1,OUT018,11,1,0,265.6542,train,0,0,1,0
3590,FDF21,10.3,0.059160135,4,OUT017,13,0,1,6641.355,train,0,1,0,0
3591,FDX04,19.6,0.041536962,1,OUT013,33,2,0,527.3136,train,0,1,0,0
3592,FDC22,6.89,0.0,4,OUT049,21,1,2,2510.066,train,0,1,0,0
3593,FDD39,16.7,0.070297175,4,OUT045,18,0,1,3678.545,train,0,1,0,0
3594,DRC36,13.0,0.044984874,3,OUT046,23,0,2,1926.1594,train,0,1,0,0
3595,DRE01,10.1,0.167155198,4,OUT046,23,0,2,5331.7264,train,0,1,0,0
3596,FDP37,15.6,0.142986863,2,OUT013,33,2,0,2826.9868,train,0,1,0,0
3597,DRI01,7.97,0.0,3,OUT045,18,0,1,2759.0752,train,0,1,0,0
3598,NCE19,8.97,0.162856593,1,OUT019,35,0,2,218.3824,train,1,0,0,0
3599,NCS30,5.945,0.0,2,OUT017,13,0,1,1808.3128,train,0,1,0,0
3600,FDX31,20.35,0.014885998,4,OUT018,11,1,0,3271.7412,train,0,0,1,0
3601,FDH47,13.5,0.128816212,2,OUT046,23,0,2,2527.3768,train,0,1,0,0
3602,FDY11,6.71,0.029680868,1,OUT018,11,1,0,856.8846,train,0,0,1,0
3603,FDU23,12.15,0.036360676,3,OUT010,22,0,0,330.2368,train,1,0,0,0
3604,FDO19,17.7,0.016582833,1,OUT013,33,2,0,1458.102,train,0,1,0,0
3605,FDP08,20.5,0.112316501,4,OUT013,33,2,0,4456.1994,train,0,1,0,0
3606,FDX19,19.1,0.096653315,4,OUT013,33,2,0,4673.916,train,0,1,0,0
3607,FDJ28,12.3,0.021984639,4,OUT017,13,0,1,1924.162,train,0,1,0,0
3608,FDE29,8.905,0.143351652,1,OUT049,21,1,2,302.939,train,0,1,0,0
3609,FDC14,14.5,0.041482394,1,OUT017,13,0,1,209.727,train,0,1,0,0
3610,FDV44,8.365,0.040069806,4,OUT017,13,0,1,1904.188,train,0,1,0,0
3611,NCF43,8.51,0.052239735,2,OUT017,13,0,1,2004.058,train,0,1,0,0
3612,NCY42,6.38,0.015149955,3,OUT013,33,2,0,3149.234,train,0,1,0,0
3613,NCZ06,19.6,0.09370568,4,OUT027,35,1,0,3297.7074,train,0,0,0,1
3614,FDB29,16.7,0.052401766,2,OUT035,16,0,1,1488.7288,train,0,1,0,0
3615,FDL28,10.0,0.063121982,4,OUT013,33,2,0,460.7336,train,0,1,0,0
3616,FDF57,14.5,0.058946687,3,OUT045,18,0,1,2897.5616,train,0,1,0,0
3617,FDE44,14.65,0.171245426,1,OUT013,33,2,0,591.2304,train,0,1,0,0
3618,FDU33,7.63,0.134057426,1,OUT027,35,1,0,918.804,train,0,0,0,1
3619,FDA08,11.85,0.050368454,3,OUT017,13,0,1,1808.9786,train,0,1,0,0
3620,NCC06,19.0,0.026986367,2,OUT046,23,0,2,2812.3392,train,0,1,0,0
3621,FDO32,6.36,0.120543611,1,OUT046,23,0,2,1165.15,train,0,1,0,0
3622,FDU39,18.85,0.036037952,1,OUT046,23,0,2,711.0744,train,0,1,0,0
3623,NCK18,9.6,0.006725388,3,OUT018,11,1,0,2972.1312,train,0,0,1,0
3624,FDI26,5.94,0.034940979,3,OUT049,21,1,2,1605.9096,train,0,1,0,0
3625,DRE37,13.5,0.094219593,4,OUT046,23,0,2,1323.6104,train,0,1,0,0
3626,NCN26,10.85,0.048004263,2,OUT010,22,0,0,351.5424,train,1,0,0,0
3627,FDS16,15.15,0.066164431,3,OUT035,16,0,1,2197.14,train,0,1,0,0
3628,FDE40,15.6,0.0,1,OUT018,11,1,0,804.9522,train,0,0,1,0
3629,FDP03,5.15,0.0,2,OUT017,13,0,1,2105.2596,train,0,1,0,0
3630,FDA27,20.35,0.030975716,4,OUT049,21,1,2,3068.0064,train,0,1,0,0
3631,FDJ12,8.895,0.039101813,4,OUT049,21,1,2,5400.9696,train,0,1,0,0
3632,FDT03,21.25,0.010039493,3,OUT018,11,1,0,1102.5648,train,0,0,1,0
3633,FDF50,4.905,0.117308165,4,OUT035,16,0,1,2956.152,train,0,1,0,0
3634,FDC51,10.895,0.009641375,2,OUT045,18,0,1,1601.249,train,0,1,0,0
3635,NCL55,12.15,0.113212516,4,OUT019,35,0,2,759.012,train,1,0,0,0
3636,FDZ23,17.75,0.067490036,3,OUT035,16,0,1,6338.416,train,0,1,0,0
3637,FDW24,6.8,0.037573095,1,OUT045,18,0,1,1166.4816,train,0,1,0,0
3638,FDH21,10.395,0.031219108,3,OUT035,16,0,1,4595.3516,train,0,1,0,0
3639,NCQ41,14.8,0.032606181,4,OUT010,22,0,0,390.1588,train,1,0,0,0
3640,FDH48,13.5,0.0,1,OUT018,11,1,0,778.986,train,0,0,1,0
3641,FDX11,16.0,0.106731895,3,OUT035,16,0,1,2544.6876,train,0,1,0,0
3642,FDK33,17.85,0.0112259,4,OUT013,33,2,0,4474.176,train,0,1,0,0
3643,FDV36,18.7,0.026355345,2,OUT045,18,0,1,3289.052,train,0,1,0,0
3644,NCW41,18.0,0.01548171,3,OUT045,18,0,1,2059.9852,train,0,1,0,0
3645,FDU32,8.785,0.045465958,2,OUT019,35,0,2,852.8898,train,1,0,0,0
3646,FDE36,5.26,0.041857101,3,OUT045,18,0,1,4258.4568,train,0,1,0,0
3647,FDO27,6.175,0.0,2,OUT045,18,0,1,1534.0032,train,0,1,0,0
3648,FDW27,5.86,0.151159243,3,OUT045,18,0,1,3257.7594,train,0,1,0,0
3649,FDJ48,11.3,0.056161529,4,OUT027,35,1,0,5681.2714,train,0,0,0,1
3650,FDR11,10.5,0.142419608,3,OUT013,33,2,0,1765.0358,train,0,1,0,0
3651,FDV07,9.5,0.031410378,2,OUT018,11,1,0,2763.07,train,0,0,1,0
3652,FDO50,16.25,0.077790204,1,OUT027,35,1,0,2940.1728,train,0,0,0,1
3653,FDN04,11.8,0.014166739,3,OUT017,13,0,1,2854.9504,train,0,1,0,0
3654,FDZ08,12.5,0.110215444,1,OUT045,18,0,1,1238.388,train,0,1,0,0
3655,FDD05,19.35,0.016679143,2,OUT018,11,1,0,1928.1568,train,0,0,1,0
3656,FDV60,20.2,0.117339056,4,OUT035,16,0,1,2749.754,train,0,1,0,0
3657,NCG30,20.2,0.112227747,2,OUT013,33,2,0,2739.1012,train,0,1,0,0
3658,FDX37,16.2,0.062724117,2,OUT027,35,1,0,5093.37,train,0,0,0,1
3659,FDW24,6.8,0.037555348,1,OUT049,21,1,2,972.068,train,0,1,0,0
3660,DRM48,15.2,0.112349962,1,OUT027,35,1,0,559.272,train,0,0,0,1
3661,FDF46,7.07,0.093217569,2,OUT027,35,1,0,4952.8862,train,0,0,0,1
3662,NCY54,8.43,0.177661246,3,OUT035,16,0,1,3621.2862,train,0,1,0,0
3663,FDS35,9.3,0.11184963,1,OUT017,13,0,1,774.9912,train,0,1,0,0
3664,FDB04,11.35,0.06321435,1,OUT035,16,0,1,1318.284,train,0,1,0,0
3665,NCK05,20.1,0.077892365,1,OUT017,13,0,1,918.804,train,0,1,0,0
3666,FDT46,11.35,0.051564827,1,OUT010,22,0,0,101.2016,train,1,0,0,0
3667,FDP52,18.7,0.070349402,4,OUT027,35,1,0,7350.432,train,0,0,0,1
3668,NCR17,9.8,0.024521239,2,OUT017,13,0,1,1390.1904,train,0,1,0,0
3669,NCN54,20.35,0.021447102,1,OUT017,13,0,1,1312.9576,train,0,1,0,0
3670,FDX12,18.2,0.026059557,4,OUT035,16,0,1,6507.5292,train,0,1,0,0
3671,DRL23,18.35,0.015301418,2,OUT035,16,0,1,2036.6822,train,0,1,0,0
3672,DRN47,12.1,0.0,3,OUT045,18,0,1,3595.32,train,0,1,0,0
3673,FDM25,10.695,0.060615254,3,OUT013,33,2,0,2460.7968,train,0,1,0,0
3674,FDF52,9.3,0.066459891,3,OUT027,35,1,0,4560.73,train,0,0,0,1
3675,FDU21,11.8,0.076876046,1,OUT045,18,0,1,543.2928,train,0,1,0,0
3676,FDI15,13.8,0.14215211,4,OUT017,13,0,1,2384.8956,train,0,1,0,0
3677,FDJ09,15.0,0.058632705,1,OUT018,11,1,0,543.2928,train,0,0,1,0
3678,FDW03,5.63,0.024541277,2,OUT046,23,0,2,3135.918,train,0,1,0,0
3679,FDA07,7.55,0.030992735,2,OUT049,21,1,2,2695.1584,train,0,1,0,0
3680,FDU39,18.85,0.036241797,1,OUT017,13,0,1,1007.3554,train,0,1,0,0
3681,FDI60,7.22,0.038398937,1,OUT045,18,0,1,1518.024,train,0,1,0,0
3682,FDK33,17.85,0.011258035,4,OUT045,18,0,1,2556.672,train,0,1,0,0
3683,FDN01,8.895,0.072511335,3,OUT049,21,1,2,3528.74,train,0,1,0,0
3684,FDV38,19.25,0.101689151,1,OUT013,33,2,0,163.7868,train,0,1,0,0
3685,NCV06,11.3,0.066625843,4,OUT013,33,2,0,2712.4692,train,0,1,0,0
3686,FDQ34,10.85,0.162242617,2,OUT046,23,0,2,1058.622,train,0,1,0,0
3687,DRK37,5.0,0.0,4,OUT045,18,0,1,4933.578,train,0,1,0,0
3688,NCY53,20.0,0.0,2,OUT013,33,2,0,1454.1072,train,0,1,0,0
3689,FDD53,16.2,0.044008347,1,OUT027,35,1,0,671.1264,train,0,0,0,1
3690,FDV49,10.0,0.025867353,4,OUT049,21,1,2,4757.8068,train,0,1,0,0
3691,FDY36,12.3,0.016476619,1,OUT019,35,0,2,146.476,train,1,0,0,0
3692,FDH34,8.63,0.031095246,3,OUT046,23,0,2,3529.4058,train,0,1,0,0
3693,NCD07,9.1,0.0,2,OUT017,13,0,1,2390.8878,train,0,1,0,0
3694,FDB51,6.92,0.038422076,1,OUT013,33,2,0,438.0964,train,0,1,0,0
3695,NCH42,6.86,0.061155983,4,OUT010,22,0,0,229.701,train,1,0,0,0
3696,NCI31,20.0,0.08131178,1,OUT035,16,0,1,439.428,train,0,1,0,0
3697,FDL56,14.1,0.125756824,1,OUT035,16,0,1,2529.3742,train,0,1,0,0
3698,FDG29,17.6,0.05661033,1,OUT017,13,0,1,209.727,train,0,1,0,0
3699,FDJ45,17.75,0.073709686,1,OUT018,11,1,0,415.4592,train,0,0,1,0
3700,FDJ38,8.6,0.040432954,4,OUT017,13,0,1,3795.06,train,0,1,0,0
3701,NCO05,7.27,0.046749112,2,OUT018,11,1,0,1970.768,train,0,0,1,0
3702,FDW24,6.8,0.062762374,1,OUT010,22,0,0,48.6034,train,1,0,0,0
3703,FDN34,15.6,0.045542628,3,OUT027,35,1,0,4904.2828,train,0,0,0,1
3704,FDH46,6.935,0.041346469,2,OUT049,21,1,2,820.2656,train,0,1,0,0
3705,FDW39,6.69,0.036903419,3,OUT035,16,0,1,1235.059,train,0,1,0,0
3706,DRK59,8.895,0.075084457,4,OUT027,35,1,0,4452.8704,train,0,0,0,1
3707,FDU25,12.35,0.026735372,1,OUT045,18,0,1,810.9444,train,0,1,0,0
3708,FDC44,15.6,0.172453254,2,OUT013,33,2,0,683.1108,train,0,1,0,0
3709,FDG17,6.865,0.035666655,4,OUT027,35,1,0,8063.5038,train,0,0,0,1
3710,FDI45,13.1,0.037581243,3,OUT046,23,0,2,2451.4756,train,0,1,0,0
3711,FDK08,9.195,0.122202946,2,OUT013,33,2,0,1619.2256,train,0,1,0,0
3712,FDW36,11.15,0.056921876,2,OUT035,16,0,1,423.4488,train,0,1,0,0
3713,FDL39,16.1,0.063319379,3,OUT035,16,0,1,1984.7498,train,0,1,0,0
3714,FDS13,6.465,0.124402507,4,OUT013,33,2,0,5299.768,train,0,1,0,0
3715,FDO57,20.75,0.108879177,3,OUT049,21,1,2,320.9156,train,0,1,0,0
3716,FDS37,7.655,0.032125561,2,OUT017,13,0,1,2548.6824,train,0,1,0,0
3717,FDV26,20.25,0.076097073,4,OUT013,33,2,0,1950.794,train,0,1,0,0
3718,FDJ22,18.75,0.052766297,4,OUT013,33,2,0,2492.7552,train,0,1,0,0
3719,FDC16,11.5,0.020601791,1,OUT049,21,1,2,1038.648,train,0,1,0,0
3720,NCH42,6.86,0.036360386,4,OUT027,35,1,0,7580.133,train,0,0,0,1
3721,FDD46,6.035,0.140571971,3,OUT027,35,1,0,3383.5956,train,0,0,0,1
3722,FDT25,7.5,0.05074138,2,OUT035,16,0,1,1837.608,train,0,1,0,0
3723,FDR34,17.0,0.015997687,4,OUT045,18,0,1,4580.704,train,0,1,0,0
3724,FDQ10,12.85,0.033018559,3,OUT027,35,1,0,5000.8238,train,0,0,0,1
3725,DRI03,6.03,0.022703693,3,OUT046,23,0,2,4781.7756,train,0,1,0,0
3726,FDB58,10.5,0.013431109,3,OUT027,35,1,0,4821.7236,train,0,0,0,1
3727,FDQ03,15.0,0.0,4,OUT049,21,1,2,1896.1984,train,0,1,0,0
3728,DRD27,18.75,0.023876985,2,OUT049,21,1,2,2281.6966,train,0,1,0,0
3729,FDK33,17.85,0.011281018,4,OUT018,11,1,0,3408.896,train,0,0,1,0
3730,DRL23,18.35,0.015328106,2,OUT049,21,1,2,1822.2946,train,0,1,0,0
3731,FDW32,18.35,0.094488071,1,OUT045,18,0,1,515.3292,train,0,1,0,0
3732,NCL05,19.6,0.047897663,1,OUT046,23,0,2,173.108,train,0,1,0,0
3733,DRB01,7.39,0.081841136,4,OUT027,35,1,0,569.259,train,0,0,0,1
3734,NCL06,14.65,0.072212787,4,OUT045,18,0,1,2878.2534,train,0,1,0,0
3735,FDH10,21.0,0.049505857,4,OUT018,11,1,0,1162.4868,train,0,0,1,0
3736,NCO14,9.6,0.02981155,1,OUT017,13,0,1,669.129,train,0,1,0,0
3737,FDV03,17.6,0.058181585,3,OUT049,21,1,2,2326.971,train,0,1,0,0
3738,FDW52,14.0,0.037734782,3,OUT017,13,0,1,4769.1254,train,0,1,0,0
3739,NCZ30,6.59,0.0,2,OUT017,13,0,1,964.0784,train,0,1,0,0
3740,FDY35,17.6,0.026827052,1,OUT010,22,0,0,91.8804,train,1,0,0,0
3741,FDN31,11.5,0.072881535,4,OUT046,23,0,2,2277.036,train,0,1,0,0
3742,FDX31,20.35,0.014822802,4,OUT035,16,0,1,2570.6538,train,0,1,0,0
3743,NCJ05,18.7,0.046159928,3,OUT049,21,1,2,1677.1502,train,0,1,0,0
3744,FDN56,5.46,0.107662745,3,OUT017,13,0,1,4334.358,train,0,1,0,0
3745,FDZ04,9.31,0.038014104,1,OUT049,21,1,2,822.263,train,0,1,0,0
3746,FDJ44,12.3,0.106307146,3,OUT035,16,0,1,1569.9564,train,0,1,0,0
3747,FDI08,18.2,0.066672058,4,OUT017,13,0,1,4233.1564,train,0,1,0,0
3748,FDB59,18.25,0.015341139,4,OUT018,11,1,0,1984.084,train,0,0,1,0
3749,FDY15,18.25,0.171174491,3,OUT045,18,0,1,938.778,train,0,1,0,0
3750,NCZ18,7.825,0.325780807,4,OUT019,35,0,2,761.0094,train,1,0,0,0
3751,DRO47,10.195,0.112859454,2,OUT017,13,0,1,2490.092,train,0,1,0,0
3752,FDW21,5.34,0.005962753,2,OUT035,16,0,1,2010.716,train,0,1,0,0
3753,FDZ14,7.71,0.047358246,2,OUT027,35,1,0,3998.7948,train,0,0,0,1
3754,FDM09,11.15,0.086105815,3,OUT045,18,0,1,2886.243,train,0,1,0,0
3755,FDK43,9.8,0.026882496,2,OUT049,21,1,2,3036.048,train,0,1,0,0
3756,FDE45,12.1,0.040521714,3,OUT018,11,1,0,5552.1062,train,0,0,1,0
3757,FDR35,12.5,0.020597493,4,OUT027,35,1,0,8958.339,train,0,0,0,1
3758,FDT58,9.0,0.085538477,3,OUT027,35,1,0,3523.4136,train,0,0,0,1
3759,FDS57,15.5,0.0,2,OUT017,13,0,1,3006.087,train,0,1,0,0
3760,FDF10,15.5,0.0,3,OUT018,11,1,0,1324.2762,train,0,0,1,0
3761,FDP03,5.15,0.10239789,2,OUT010,22,0,0,495.3552,train,1,0,0,0
3762,FDT04,17.25,0.0,1,OUT010,22,0,0,196.411,train,1,0,0,0
3763,NCW53,18.35,0.0304697,4,OUT013,33,2,0,1346.9134,train,0,1,0,0
3764,FDA39,6.32,0.021287234,1,OUT010,22,0,0,78.5644,train,1,0,0,0
3765,NCH29,5.51,0.034467286,2,OUT035,16,0,1,2642.5602,train,0,1,0,0
3766,FDU02,13.35,0.1027194,4,OUT045,18,0,1,5267.8096,train,0,1,0,0
3767,FDN13,18.6,0.266234421,2,OUT019,35,0,2,402.1432,train,1,0,0,0
3768,FDX56,17.1,0.129668578,4,OUT019,35,0,2,207.0638,train,1,0,0,0
3769,FDT11,5.94,0.02923013,4,OUT027,35,1,0,3567.3564,train,0,0,0,1
3770,NCC18,19.1,0.176411579,3,OUT027,35,1,0,2069.3064,train,0,0,0,1
3771,FDA32,14.0,0.050371508,4,OUT010,22,0,0,862.8768,train,1,0,0,0
3772,FDU39,18.85,0.036184755,1,OUT018,11,1,0,770.3306,train,0,0,1,0
3773,FDV27,7.97,0.070017381,1,OUT019,35,0,2,177.1028,train,1,0,0,0
3774,NCW53,18.35,0.030556922,4,OUT045,18,0,1,3271.0754,train,0,1,0,0
3775,NCZ42,10.5,0.011278535,4,OUT013,33,2,0,5451.5704,train,0,1,0,0
3776,FDO46,9.6,0.0,4,OUT017,13,0,1,4349.0056,train,0,1,0,0
3777,FDQ57,7.275,0.027812304,3,OUT027,35,1,0,3368.948,train,0,0,0,1
3778,FDZ36,6.035,0.066051758,4,OUT018,11,1,0,2050.664,train,0,0,1,0
